PID,YearBuilt,YearRemodel,VeneerExterior,BsmtFinTp,BsmtFinSqft,BsmtUnfinSqft,HeatingQC,FstFlrSqft,SecFlrSqft,AbvGrndLiving,FullBathBsmt,HalfBathHouse,FullBathHouse,BdrmAbvGrnd,RmAbvGrnd,Fireplaces,GarageTp,GarageCars,GarageArea,WdDckSqft,OpenPrchSqft,SalePrice,LotArea,LotShape,BldgTp,OverallQuality,OverallCondition
535178040,1956,1956,0,1,435,565,1,1202,0,1202,0,0,1,3,6,0,3,1,304,0,35,120000,8750,1,1,5,5
535178120,1955,1955,0,1,172,727,2,1382,0,1382,0,0,1,3,6,0,3,1,350,280,0,153000,8750,1,1,5,5
535179160,1956,1956,0,1,155,295,1,1200,0,1200,1,0,1,3,6,2,3,1,294,0,189,144000,10400,1,1,4,5
535300120,1962,1962,399,1,672,0,1,1382,0,1382,1,0,1,3,6,1,3,2,884,0,0,176000,19296,1,1,6,5
535301170,1954,1990,650,1,1213,84,2,1297,0,1297,0,0,1,3,5,1,3,2,498,0,0,153000,8532,1,1,5,6
535303110,1954,1954,80,1,490,572,2,1062,0,1062,1,0,1,3,6,0,3,1,297,0,0,131000,8128,0,1,6,7
535303150,1953,1953,0,1,428,0,1,1319,0,1319,1,0,1,3,5,0,3,1,270,66,0,123000,10634,1,1,5,6
535325290,1955,1955,0,0,0,1005,1,1005,0,1005,0,0,1,2,5,1,1,2,672,0,0,115000,10434,1,1,4,5
535352090,1945,1950,0,1,700,93,1,793,0,793,1,0,1,2,4,0,1,1,240,0,0,113000,8480,1,1,5,6
535353040,1952,2005,0,1,931,100,2,1031,0,1031,1,0,1,2,5,0,3,1,230,0,0,145500,7626,1,1,5,8
535353240,1948,1999,0,1,699,0,3,801,726,1527,1,1,1,3,6,1,3,2,410,0,0,152500,11419,1,1,7,7
535354070,1950,1950,0,1,390,810,1,1200,0,1200,0,0,1,3,6,0,3,1,246,126,0,129900,9600,1,1,5,6
535354100,1948,2002,0,1,680,292,3,972,0,972,1,0,1,2,5,1,1,1,240,0,0,132000,8000,1,1,6,6
535375010,1958,1958,0,0,0,792,2,792,0,792,0,0,1,2,4,0,3,1,366,0,90,99900,5470,1,1,3,5
535375050,1916,1987,0,0,0,660,3,808,704,1656,0,1,2,3,8,0,1,1,180,0,0,135000,10410,1,1,5,7
535376060,1939,2006,0,0,0,676,3,676,676,1352,0,0,2,4,7,0,1,2,720,187,0,149000,10800,1,1,5,7
535377150,1900,2003,0,0,0,405,2,717,322,1039,0,0,1,2,6,0,1,1,281,0,0,114000,8146,1,1,4,8
535378020,1924,2006,0,0,0,768,3,792,0,792,0,0,1,2,5,0,1,1,240,316,0,109500,9022,1,1,5,8
535378120,1925,1950,0,0,0,1054,3,1078,0,1078,0,0,1,3,6,0,1,1,264,0,0,125000,10230,1,1,5,7
535381040,1915,1950,0,0,0,1313,1,1313,0,2377,0,0,2,3,8,1,1,2,528,0,0,142900,10410,1,1,4,5
535382100,1910,2008,0,0,0,560,3,930,760,1690,0,0,2,4,5,0,1,2,624,0,0,156500,7200,1,1,7,9
535383110,1920,1950,0,0,0,720,1,846,0,846,0,0,1,2,4,0,1,2,576,0,0,106000,10800,1,1,5,7
535383120,1890,1998,0,0,0,630,1,725,0,725,0,1,1,1,4,0,1,1,320,0,30,78500,10800,1,1,3,5
535402090,1963,1963,295,1,384,996,0,1380,0,1380,0,1,1,3,6,0,3,1,364,0,0,154000,10143,1,1,6,7
535403190,1958,2007,0,1,745,206,2,951,0,951,1,0,1,2,6,0,1,2,480,0,0,143500,8010,1,1,6,9
535403210,1957,1957,143,1,546,559,2,1105,0,1105,0,0,1,3,5,0,1,1,308,0,0,135000,10454,0,1,6,6
535403280,1957,2000,0,1,860,132,1,1306,0,1306,1,0,1,2,5,0,1,1,756,0,0,153000,8712,0,1,5,7
535425070,1960,1960,30,1,1270,208,3,1478,0,1478,1,0,2,3,6,2,3,2,498,0,40,157500,17600,0,1,6,5
535450070,1949,1950,0,1,375,457,2,1036,0,1268,0,0,1,3,6,1,3,1,288,0,28,133000,12144,1,1,5,7
535450200,1950,1950,0,1,621,174,2,765,368,1133,0,0,1,3,5,0,1,2,900,0,0,128500,8064,1,1,6,5
535451250,1950,1982,0,1,180,676,2,1136,768,1904,1,1,1,3,7,0,3,1,240,0,0,138000,7200,1,1,5,4
535452090,1958,1958,0,0,0,1041,2,1041,0,1041,0,0,1,3,6,0,3,1,294,0,0,128000,7350,1,1,5,6
535452100,1958,1965,0,1,504,525,1,1339,0,1339,0,0,1,3,6,0,3,1,294,0,0,139000,7560,1,1,5,6
535452140,1952,1952,0,1,630,0,1,732,0,732,1,0,1,2,4,0,1,1,240,0,68,118900,7200,1,1,5,7
535453100,1959,1959,0,1,433,0,1,1183,0,1183,1,0,1,3,6,0,3,1,288,0,0,138000,8000,1,1,5,5
535453200,1959,1959,0,1,1148,0,1,1148,0,1148,1,0,1,3,6,0,3,1,672,0,0,132500,7931,1,1,5,5
535454100,1949,1996,0,0,0,832,1,832,629,1461,0,0,2,4,6,0,1,1,384,0,204,133500,10800,1,1,4,7
535454160,1948,1994,0,1,120,744,1,1064,0,1495,0,0,1,3,6,0,1,2,576,180,36,135000,8064,1,1,6,7
535475010,1964,1964,420,0,0,780,1,993,813,1806,0,1,1,4,8,0,3,2,483,0,55,144750,7570,1,1,6,5
535476240,1963,1963,0,1,826,219,1,1045,0,1045,1,0,1,3,6,1,3,1,264,0,0,127000,7936,1,1,6,6
535477150,1962,1962,0,0,0,894,2,894,0,894,0,0,1,2,5,0,1,1,308,0,0,109500,6600,1,1,5,5
902101010,1926,2004,0,1,468,350,1,818,406,1224,0,0,1,3,5,0,1,1,210,0,0,115000,3950,1,1,6,8
902102080,1910,1981,0,0,0,440,2,682,548,1230,0,1,1,2,5,0,1,2,440,74,0,110000,10440,1,1,5,6
902103100,1935,1998,0,0,0,901,2,861,517,1378,0,0,1,3,6,0,1,1,162,54,0,128900,4080,1,1,6,8
902103170,1941,1950,0,0,0,676,3,676,455,1131,0,1,1,3,5,0,1,1,200,26,0,66500,5720,1,1,5,6
902105050,1910,2003,0,0,0,240,1,810,496,1306,0,1,1,3,6,0,1,2,472,0,0,130000,15660,1,1,5,8
902105060,1910,2002,0,0,0,504,3,764,700,1464,0,0,2,3,7,0,0,0,0,0,0,129000,9900,1,1,5,8
902106010,1939,1950,0,1,421,269,1,868,690,1558,0,1,1,3,7,1,1,2,400,0,36,150000,6406,1,1,5,6
902110080,1946,1992,0,0,0,651,2,707,682,1389,0,1,1,3,6,2,1,1,240,0,0,135000,3378,1,1,7,8
902134120,1910,1950,0,0,0,801,2,801,646,1447,0,0,1,3,6,0,0,0,0,80,0,103000,10134,1,1,5,5
902201110,1950,1970,0,1,384,384,1,768,560,1328,0,1,1,3,6,0,1,1,308,0,12,129500,6000,1,1,5,7
902202150,1954,1954,0,0,0,811,1,811,576,1387,0,0,2,3,7,0,2,1,256,0,0,93000,6000,1,1,5,4
902204080,1920,1950,0,0,0,861,1,861,0,861,0,0,1,2,5,0,1,2,288,0,0,80000,7404,1,1,4,6
902205030,1910,1950,0,0,0,600,0,600,368,968,0,0,1,2,6,0,0,0,0,0,0,37900,5925,1,1,3,6
902206260,1938,1996,0,0,0,190,2,886,0,886,0,0,1,2,4,0,3,1,273,144,20,91300,5784,1,1,5,8
902207170,1923,1950,0,0,0,624,1,792,0,792,0,0,1,2,5,0,1,1,287,0,0,99500,8520,1,1,5,8
902301060,1910,1950,0,0,0,677,1,833,677,1510,0,0,2,3,7,0,1,2,720,0,0,87500,9600,1,1,4,4
902301080,1947,1950,0,1,312,408,1,720,564,1284,0,1,1,2,5,0,1,1,240,0,35,110000,3500,1,1,5,7
902327070,1900,1950,0,0,0,917,2,1090,917,2007,0,0,2,3,8,0,1,1,357,0,235,160000,8400,1,1,6,7
902329080,1917,2007,0,0,0,624,3,664,624,1288,1,0,1,3,5,1,3,1,280,0,103,119000,3600,1,1,6,7
902330040,1882,1986,0,1,216,700,2,916,826,1742,0,1,1,4,8,1,3,2,424,0,169,168000,17671,1,1,8,9
902331010,1910,1950,0,0,0,624,3,816,0,816,0,0,1,2,5,1,0,0,0,0,33,58500,3300,1,1,4,3
902401130,1920,1988,0,1,624,26,3,832,650,1482,0,0,1,3,7,0,1,2,324,0,0,143000,9000,1,1,7,9
902402150,1910,2006,0,1,247,310,1,1022,0,1022,1,0,1,2,4,0,1,1,280,0,30,85000,7200,1,1,5,4
902405100,1890,1996,0,1,1088,0,1,1188,561,1869,0,0,1,2,7,0,1,2,456,48,0,124900,8820,1,1,5,6
902406070,1910,2002,0,0,0,741,3,780,741,1521,0,0,1,4,8,0,1,3,640,0,0,146500,9720,1,1,6,7
902477120,1920,1950,0,1,495,225,1,720,0,720,0,0,1,2,4,0,0,0,0,0,523,34900,7879,1,1,4,5
902477130,1900,1950,0,0,0,245,1,797,0,797,0,0,1,2,5,0,0,0,0,0,36,44000,9392,1,1,3,3
903201020,1923,1950,0,0,0,1022,1,1432,0,1432,0,0,1,3,6,1,2,1,216,266,61,149000,6615,1,1,6,6
903201080,1925,2007,0,0,0,952,2,952,596,1548,0,1,2,3,5,0,1,2,672,74,0,205000,7264,1,1,7,7
903202170,1930,1982,0,0,0,297,3,1001,653,1654,0,0,2,3,7,1,1,1,336,244,60,137000,4960,1,1,5,7
903205040,1916,1950,0,0,0,952,0,952,0,952,0,0,1,2,4,1,1,1,192,0,98,121000,8854,1,1,6,6
903226130,1936,1950,0,1,672,0,1,757,567,1324,0,0,1,3,6,0,1,1,240,0,0,128000,6000,1,1,4,6
903226170,1937,2000,0,0,0,698,1,786,390,1176,0,0,1,2,4,0,1,2,624,210,0,134900,6000,1,1,6,9
903227070,1925,1997,0,0,0,884,3,884,464,1348,1,0,1,3,5,1,1,1,216,0,0,117000,6000,1,1,5,8
903227090,1939,1950,0,0,0,780,3,825,587,1412,0,0,1,4,6,1,1,1,280,45,0,132500,6000,1,1,6,6
903228070,1924,1950,444,1,220,248,2,822,320,1142,0,0,1,3,6,0,3,1,320,0,0,93000,6000,1,1,5,5
903228120,1926,2004,0,0,0,884,2,904,0,904,0,0,1,2,4,0,1,1,180,0,0,119000,6000,1,1,6,7
903230100,1924,1950,0,1,405,740,1,1301,0,1301,0,0,1,2,5,0,1,2,440,0,0,100000,6911,1,1,5,5
903231010,1936,1950,0,0,0,927,1,1067,472,1539,0,1,1,3,5,0,1,2,576,112,0,141500,6120,1,1,5,6
903231030,1935,1995,0,0,0,884,3,989,584,1573,0,0,1,3,6,0,1,1,240,0,0,133000,6120,1,1,4,7
903231130,1931,1993,0,1,209,506,1,875,0,875,1,0,1,2,5,0,1,1,180,48,0,105000,6120,1,1,5,7
903232060,1925,1999,0,0,0,960,2,995,0,995,0,0,1,2,5,0,1,1,264,0,15,115000,6120,1,1,5,6
903234220,1938,1950,0,1,273,679,1,994,588,1582,0,0,2,3,6,1,1,1,250,189,0,150000,6120,1,1,5,6
903236040,1925,1950,0,1,134,938,1,1072,0,1072,1,0,1,2,5,0,1,5,1184,0,0,126500,8635,1,1,5,5
903400220,1916,1994,0,0,0,844,2,1445,689,2134,0,0,2,5,10,0,1,2,441,0,60,214500,11888,0,1,6,6
903425245,1910,1993,0,0,0,728,1,1136,883,2019,0,0,1,3,8,0,1,2,532,509,135,167500,11414,0,1,7,8
903427120,1915,1950,0,0,0,1048,2,1048,720,1768,0,0,2,3,8,0,1,2,576,0,0,155000,8094,1,1,6,6
903429080,1915,2005,0,1,299,611,3,916,910,1826,1,1,1,4,7,1,3,1,164,0,0,155000,2500,1,1,7,8
903429110,1915,1994,0,0,0,672,0,1272,672,1944,0,0,2,3,8,0,1,1,216,24,28,179900,9928,1,1,7,8
903430060,1912,1950,0,0,0,755,3,929,929,2229,0,0,1,5,8,0,0,0,0,0,198,104000,5520,1,1,6,6
903451090,1927,1950,0,1,522,198,0,1146,784,1930,1,0,2,4,8,0,3,1,316,0,0,149000,6876,1,1,6,5
903458170,1925,1950,0,1,152,628,1,848,0,1208,0,0,1,2,5,0,1,2,539,0,23,103000,6240,1,1,4,5
903475100,1915,2002,0,0,0,483,3,741,686,1427,0,0,1,3,7,0,3,1,379,0,24,123000,5775,0,1,6,7
903476090,1902,2000,188,1,169,851,1,978,886,1864,0,1,2,6,9,0,0,0,0,0,188,97500,5852,0,1,7,5
903481120,1927,1950,0,0,0,1204,1,1204,462,1666,0,0,1,3,4,0,1,1,384,0,0,135000,5160,1,1,6,6
903481130,1923,1950,0,1,749,46,1,892,0,892,1,0,1,1,5,0,0,0,0,0,0,70000,5160,1,1,4,6
903484110,1915,1965,0,1,276,160,3,754,649,1403,1,1,1,3,7,0,1,1,308,0,0,116000,10320,1,1,6,7
904351200,1925,1950,0,1,551,121,1,697,672,1369,1,0,2,3,6,0,1,1,300,147,0,103600,6629,1,1,6,6
904351240,1934,1950,0,0,0,585,1,687,425,1112,1,0,2,4,6,0,1,1,226,0,0,63000,9780,1,1,5,3
905101260,1963,1999,0,1,444,76,3,1464,0,1464,0,0,2,3,6,1,3,2,480,302,0,175000,12886,0,1,5,6
905101490,1963,1963,0,1,651,470,1,1121,0,1121,1,0,1,3,5,0,1,2,480,0,80,139000,8816,1,1,5,6
905103040,1978,1978,92,1,226,192,2,918,765,1683,0,1,2,3,7,1,3,2,440,243,0,172500,11184,1,1,6,5
905103070,1967,1967,172,1,527,525,1,1052,0,1052,0,1,1,3,6,1,3,1,668,0,215,113500,11625,1,1,5,6
905105190,1967,2004,89,1,450,414,3,899,0,899,0,0,1,3,5,0,3,1,288,64,0,130000,7800,1,1,5,7
905108190,1982,1982,0,1,685,173,1,858,0,858,1,0,1,2,5,0,1,2,576,120,0,134900,7252,0,1,5,5
905108220,1982,1982,0,1,672,168,1,860,0,860,1,0,1,2,4,0,1,2,528,0,0,137000,8740,0,1,5,6
905200220,1962,1962,116,1,170,252,1,1092,0,1092,0,0,1,3,6,1,3,1,288,0,20,139000,11616,1,1,5,5
905200260,1961,1961,0,0,0,552,1,904,611,1774,0,0,2,4,8,1,3,1,384,290,40,165000,15400,1,1,5,5
905200350,1960,1960,54,1,588,550,3,1138,0,1138,0,0,1,3,6,1,3,2,480,0,0,148000,15312,1,1,6,5
905225090,1956,1956,366,0,0,825,3,2071,0,2071,0,1,1,4,9,1,3,1,336,131,28,165000,15584,1,1,5,5
905229040,1957,1989,0,0,0,1104,3,1104,684,1788,1,0,1,5,8,2,3,1,304,120,0,161500,11250,1,1,4,5
905377010,1956,1956,0,1,1059,75,3,1229,0,1229,0,0,1,3,6,0,3,1,284,0,0,135000,17140,1,1,4,6
905377130,1940,1950,0,1,262,599,3,861,0,861,0,0,1,1,4,0,1,2,539,158,0,82500,12342,0,1,4,5
905401100,1955,1993,0,1,379,470,3,1867,0,1867,1,0,1,2,7,3,3,1,303,476,0,190000,10708,0,1,5,5
905450020,1956,1956,0,0,0,1436,0,1689,0,1689,0,0,1,3,7,1,3,2,480,0,0,127500,9855,1,1,6,5
905451300,1956,1956,0,1,257,816,1,1073,0,1073,1,0,1,2,5,0,3,1,340,0,0,121500,9571,1,1,5,5
905451340,1958,1958,0,0,0,1276,1,1276,0,1276,0,0,1,3,5,0,3,1,350,0,0,60000,9571,1,1,5,3
905452040,1946,1950,0,1,342,405,3,892,747,1639,0,1,1,3,6,1,1,1,240,0,50,154400,9350,1,1,6,7
905452050,1941,1950,0,1,344,328,1,672,0,672,1,0,1,2,4,0,3,1,234,0,113,113000,9340,1,1,4,6
905475160,1954,1954,0,1,173,916,1,1089,0,1089,1,0,1,3,5,1,1,1,252,328,0,125000,7440,1,1,5,6
905476230,1984,1984,149,1,552,104,1,1049,0,1049,1,0,2,2,5,0,3,1,266,0,105,139500,4235,1,0,5,5
905478030,1949,2008,0,1,292,476,2,1148,568,1716,0,1,1,3,8,1,3,1,281,0,0,131000,11409,1,1,5,4
905480030,1939,1950,0,1,204,356,1,698,560,1258,0,0,1,2,6,0,1,1,280,0,0,105000,9060,1,1,6,5
905480210,1940,1950,0,0,0,755,1,755,755,1510,1,0,1,4,7,1,1,1,296,120,0,108000,9084,1,1,4,5
906201021,1990,1991,0,1,460,308,2,1061,0,1061,1,1,1,1,4,0,3,2,462,114,36,162000,10778,0,1,7,6
906201050,1983,1983,100,1,70,0,2,1338,0,1338,0,1,1,2,5,1,3,2,576,0,0,156500,19255,0,1,6,5
906201130,1983,2009,0,1,1441,55,3,1496,636,2132,1,1,1,1,5,1,2,2,612,349,40,316600,12327,0,1,8,8
906203120,1990,1991,234,1,485,1496,2,2196,0,2196,0,0,2,3,7,1,3,3,701,84,70,271900,14684,0,1,7,7
906223060,1993,1993,137,1,513,227,3,1006,769,1775,1,1,2,3,7,1,3,2,425,234,72,213000,9317,1,1,7,5
906223080,1993,1994,0,1,474,605,3,1079,800,1879,1,1,2,3,8,1,3,2,473,400,100,239900,10560,1,1,7,5
906223210,1995,1995,0,1,584,544,3,1142,878,2020,0,1,2,3,8,1,3,2,466,0,155,239500,9828,0,1,8,5
906340110,2007,2008,336,1,1288,417,3,1718,0,1718,1,0,2,3,7,1,3,3,826,208,44,297000,10637,1,1,8,5
906340120,2008,2008,270,0,0,1622,3,1630,0,1630,1,0,2,3,8,1,3,3,860,172,42,295493,10226,0,1,8,5
906378110,2008,2008,0,0,0,1468,3,1468,0,1468,0,0,2,3,6,1,3,3,904,192,142,239900,9178,1,1,8,5
906380050,2007,2007,0,1,20,846,3,866,902,1768,0,1,2,3,7,0,3,2,578,144,105,212000,10769,0,1,8,5
906380060,2007,2008,352,1,1359,479,3,1838,0,1838,1,0,2,3,7,2,3,2,524,154,222,272500,11422,0,1,8,5
906380100,2007,2007,0,0,0,1800,3,1800,0,1800,0,0,2,2,7,0,3,2,702,288,136,239000,11923,0,1,9,5
906380130,2006,2006,180,1,1334,270,3,1604,0,1604,1,1,2,3,8,1,3,2,660,123,110,220000,8814,1,1,7,5
906380210,2007,2007,0,1,902,380,3,1290,0,1290,1,0,2,2,6,1,3,2,662,168,0,200000,6762,1,1,7,5
906380220,2008,2008,140,1,872,382,3,1254,0,1254,1,0,2,2,5,0,3,3,810,168,92,221800,10324,0,1,8,5
906392070,2007,2007,82,1,724,508,3,1232,0,1232,1,0,2,2,6,0,3,2,632,132,0,194500,7314,1,1,7,5
906392110,2005,2006,76,1,24,1474,3,1498,0,1498,0,0,2,3,7,1,3,3,844,144,98,237000,11645,1,1,8,5
906392130,2005,2006,0,0,0,704,3,704,718,1422,0,1,2,3,7,1,3,2,440,36,28,173000,11646,0,1,6,5
906402060,1989,1989,145,1,1518,0,2,1644,0,1644,1,0,2,2,5,1,3,2,569,80,0,275000,12800,1,1,7,5
906426210,1992,1993,0,1,800,649,2,944,815,1759,1,1,2,3,7,1,3,2,525,150,193,233500,16698,0,1,7,5
906475070,1967,1967,0,1,249,0,1,1160,966,2126,0,1,2,3,7,0,3,2,538,486,0,185000,28698,0,1,5,5
907126010,1996,1996,0,1,732,308,2,1040,0,1040,1,0,1,3,6,0,1,2,576,168,0,152000,12464,0,1,5,5
907126050,1994,1994,0,1,755,235,3,990,0,990,1,0,1,3,5,0,3,1,440,66,0,143000,9757,1,1,5,7
907130100,1997,1997,0,1,821,107,3,928,836,1764,1,1,2,3,7,0,3,2,470,276,99,231500,15426,0,1,6,5
907131090,1996,1996,0,1,385,70,3,827,834,1661,1,1,2,3,6,1,3,2,550,158,61,212000,10667,0,1,7,6
907131190,1998,1998,0,1,950,513,3,1463,0,1463,1,0,2,3,5,0,3,2,539,0,81,207000,14753,0,1,7,5
907135040,1994,1995,0,0,0,1097,3,1097,0,1097,0,1,1,3,6,0,3,2,672,392,64,145000,10859,1,1,5,5
907135170,1994,1995,0,1,746,244,3,990,0,990,1,0,1,3,5,0,1,2,480,0,64,138000,8072,1,1,5,5
907194010,2001,2001,0,1,666,278,3,944,896,1840,1,1,2,3,6,0,3,2,622,0,45,230000,12420,1,1,7,5
907194110,2001,2002,0,0,0,1413,3,1430,0,1430,0,0,2,3,6,0,3,2,605,0,33,187100,16285,0,1,7,5
907194160,2002,2001,68,1,1259,172,3,1444,0,1444,1,0,2,3,6,0,3,2,577,144,40,203000,10739,0,1,7,5
907196060,2001,2001,180,1,24,1468,3,1492,0,1492,0,0,2,3,6,1,3,2,608,0,114,201000,11166,1,1,7,5
907200230,1978,1978,136,1,616,424,1,1040,0,1040,0,0,2,3,5,0,0,0,0,0,0,124000,8430,1,1,5,5
907201220,1978,1978,76,1,625,282,1,907,0,907,0,0,1,3,5,0,3,1,343,72,0,140000,16269,0,1,5,5
907201280,1979,1979,40,1,710,132,1,914,0,914,1,0,1,2,5,0,3,2,444,0,0,134900,6950,0,1,5,7
907202050,1977,2008,0,1,532,364,1,1040,0,1040,0,0,2,3,5,0,1,2,484,0,0,150500,8800,0,1,5,7
907202080,1978,2005,90,1,646,218,3,864,0,864,1,0,1,3,6,0,3,1,336,0,0,136500,7000,0,1,5,8
907202130,1977,1989,0,1,196,1072,1,1268,0,1268,0,1,1,3,5,0,1,1,252,173,0,143500,9286,0,1,5,7
907227030,1972,1972,0,1,460,404,3,864,0,864,1,0,1,3,5,1,3,1,338,0,0,133500,15523,0,1,5,6
907227080,1972,1972,0,1,777,117,1,894,0,894,0,0,1,2,6,0,1,2,600,215,0,123000,7200,1,1,5,5
907227110,1972,2003,0,1,660,108,2,768,0,768,0,0,1,2,5,0,1,1,396,192,0,133900,7200,1,1,5,8
907227290,1972,2007,0,1,656,112,1,768,0,768,1,0,1,2,5,0,1,2,396,58,0,133000,8445,1,1,5,7
907250070,2002,2002,0,1,1234,335,3,1611,0,1611,1,0,2,3,6,0,3,3,1231,262,93,250000,11664,1,1,7,5
907252060,2003,2003,198,0,0,1068,3,1068,1116,2184,0,1,2,4,8,1,2,2,570,192,132,254750,12334,0,1,8,5
907252210,2001,2001,0,0,0,1753,3,1788,0,1788,0,0,2,3,7,1,3,2,522,202,151,236500,11838,1,1,8,5
907252220,2001,2001,108,1,990,309,3,1299,573,1872,1,1,2,3,7,1,2,2,531,160,122,261500,11885,1,1,8,5
907253130,2000,2000,204,1,904,536,3,1476,677,2153,1,1,2,3,8,2,3,3,736,253,142,313000,11050,1,1,9,5
907265010,2001,2001,0,0,0,944,3,944,926,1870,0,1,2,3,6,0,3,2,608,256,43,211000,11250,1,1,7,5
907275010,1999,2000,260,1,1246,216,3,1513,0,1513,1,0,2,2,5,1,3,2,521,135,34,220000,15750,1,1,8,5
907275090,1996,1996,196,1,690,814,3,1504,0,1504,1,0,2,3,6,1,3,2,478,115,66,203000,11883,1,1,7,5
907275140,2002,2003,164,1,1360,462,3,1828,0,1828,1,0,2,3,7,1,3,2,523,194,144,279500,12782,1,1,8,5
907290070,2001,2001,0,0,0,1212,3,1212,0,1212,0,0,2,3,6,0,3,2,573,356,0,178000,9100,1,1,7,5
907290090,2000,2001,171,0,0,1630,3,1630,0,1630,0,0,2,3,6,1,3,2,451,74,234,213000,9750,1,1,7,5
907290180,2003,2004,170,1,685,163,3,848,0,848,1,0,1,1,4,0,3,2,420,140,0,144000,4435,1,0,6,5
907290210,2003,2003,170,1,685,163,3,848,0,848,1,0,1,1,4,0,3,2,420,140,0,140000,4435,1,0,6,5
907410130,2007,2007,180,1,1478,100,3,1602,0,1602,1,0,2,3,7,1,3,3,810,0,48,293200,10200,1,1,8,5
907412020,2004,2004,0,0,0,864,3,864,864,1728,0,1,2,3,7,0,3,2,572,187,56,190000,9313,0,1,7,5
907414020,2004,2004,210,1,20,1480,3,1500,0,1500,0,0,2,3,6,0,3,2,570,192,36,190000,8487,1,1,7,5
907414080,2005,2005,0,1,193,545,3,738,738,1476,1,1,2,3,7,0,3,2,540,100,35,173500,8633,1,1,6,5
907420040,2007,2007,0,0,0,608,3,608,788,1396,0,1,2,3,6,1,2,2,440,100,36,170000,11069,1,1,6,5
908102270,1964,1999,0,1,637,849,3,1486,0,1486,1,0,1,3,7,0,1,2,480,0,0,167000,9937,1,1,5,7
908102290,1938,1958,0,1,690,126,3,816,0,816,1,0,1,2,3,1,1,1,288,0,0,100000,8877,1,1,4,6
908151050,1977,1977,140,1,535,155,1,698,728,1426,0,1,1,3,6,0,3,2,440,252,0,159500,7950,0,1,6,6
908152100,1976,1976,255,1,631,410,3,1125,0,1125,1,0,1,3,6,1,1,1,352,296,0,125000,7200,1,1,6,6
908201040,1947,2008,0,0,0,698,3,698,0,698,0,0,1,2,4,0,0,0,0,0,200,118000,9405,1,1,5,9
908203090,1959,1959,0,1,332,301,1,876,0,876,0,0,1,3,5,0,1,1,320,0,0,85000,6410,1,1,4,5
908225290,1950,1950,0,1,1078,0,1,1368,0,1368,1,0,1,3,6,0,3,1,195,0,41,120000,11767,1,1,5,5
908229020,1922,1950,0,0,0,864,3,864,0,864,0,0,1,2,4,0,0,0,0,0,96,99900,4060,1,1,5,8
908275110,1956,1956,259,1,546,604,3,1560,0,1560,0,0,1,2,7,1,3,1,313,0,0,103500,11767,1,1,5,5
909101010,1920,2000,0,0,0,684,2,684,512,1196,0,0,1,3,7,0,1,2,528,0,46,110000,12354,1,1,6,8
909101100,1941,1950,0,1,626,94,3,854,444,1298,0,0,1,3,6,2,1,1,256,84,0,122000,8212,1,1,5,6
909101140,1941,1960,0,1,408,156,3,984,620,1604,0,0,2,3,6,0,1,2,660,0,68,117000,10998,1,1,5,5
909129100,1932,2000,0,1,182,611,3,848,672,1520,0,0,1,3,6,0,1,1,281,0,0,159434,4500,0,1,5,5
909175080,1920,1950,0,1,290,0,1,438,0,438,0,0,1,1,3,0,1,1,246,0,0,60000,8400,1,1,2,5
909178160,1940,1950,0,0,0,778,1,944,545,1489,0,0,2,3,7,1,1,1,240,335,0,139500,9900,1,1,6,7
909250080,1935,1950,0,0,0,583,2,647,595,1242,0,1,1,3,6,1,1,1,180,329,96,105000,5707,1,1,6,6
909250220,1928,1950,0,1,622,500,1,1328,653,1981,1,0,2,4,7,2,1,2,576,431,44,135000,7804,1,1,4,3
909251050,1916,2000,0,0,0,816,3,1232,0,1232,0,0,1,3,6,1,1,2,440,0,0,147500,8574,1,1,6,8
909251170,1925,1990,0,1,264,712,3,1160,448,1608,0,1,2,3,7,1,1,1,216,147,16,137450,6171,1,1,6,6
909252020,1936,2007,0,1,350,0,3,575,560,1135,1,0,1,3,6,0,1,2,576,256,0,155000,7200,1,1,7,9
909253010,1928,1950,0,0,0,896,2,1172,741,1913,0,1,1,3,9,1,1,2,342,0,0,177000,7558,1,1,6,6
909253180,1928,1950,0,0,0,861,2,877,600,1477,0,0,2,3,6,1,1,1,216,0,50,145000,6292,1,1,7,7
909254010,1918,1990,0,0,0,600,3,628,600,1228,0,0,1,3,6,1,1,1,215,0,113,137000,7155,1,1,7,8
909257050,1926,2004,0,0,0,1276,3,1276,804,2080,0,1,1,3,9,2,1,1,282,0,0,234000,10918,1,1,7,9
909275080,1940,1950,0,1,728,112,3,840,727,1567,1,1,1,2,6,2,1,2,440,0,21,205000,13680,1,1,5,6
909276110,1942,1950,0,1,547,224,0,753,741,1494,0,0,1,3,7,2,3,1,213,0,0,177500,7500,0,1,6,7
909282130,1954,1954,0,1,154,264,3,1112,0,1112,1,0,1,2,6,1,3,1,390,0,0,144800,9100,1,1,5,6
909425060,1941,1950,0,1,275,429,3,860,704,1564,0,1,1,3,7,1,3,1,234,0,0,174500,12000,1,1,7,7
909425130,1960,1960,132,1,65,621,1,1561,0,1561,1,0,2,3,6,1,3,2,463,0,148,193000,13339,0,1,6,6
909426090,1949,2005,0,1,312,248,0,986,537,1523,1,0,2,3,7,1,3,1,295,0,0,158000,15600,1,1,5,7
909427200,1950,2004,0,0,0,1092,3,1152,0,1152,0,0,1,3,6,1,3,1,300,0,36,158500,14000,1,1,6,8
